hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
8224,0.424006147,0.8,0.601916666666667,1.611519472,7.65463762378572,0,0.41142857142857142,0.18,180,15
8225,0.2641338072,0.8,0.888541666666667,1.473559188,7.31346239228571,0,0,0.3,300,16
8226,0.1281836979,0.8,0.915958333333334,1.605766522,7.62132063557143,0,0,0.3,300,17
8227,0.05385423537,0.4598068526,1.03458333333333,1.625100424,7.4952983765,0,0,0.3,300,18
8228,0.01071980537,0.8,1.02804166666667,1.639064724,7.036560798,0,0,0.3,300,19
8229,0,0,0.85625,1.6536768,8.20883447,0,0,0.18,180,20
8230,0,0.1409909184,0.864083333333333,1.55815054,7.77082105071429,0,0,0.18,180,21
8231,0,0,1.04016666791667,1.674696238,7.43890017592857,0.64000000000000012,0,0.1,100,22
8232,0,0.003996972205,0.745666666666666,1.513200278,7.05939780114286,0.64000000000000012,0,0.1,100,23
8233,0,0.0560225152,0.585416666666666,1.61488826,8.09246462357143,0.64000000000000012,0,0.1,100,0
8234,0,0.003996972205,0.5946250025,1.395843502,7.03839516878571,0.64000000000000012,0,0.1,100,1
8235,0,0,0.507375000833333,1.335012064,5.79299346921429,0.64000000000000012,0,0.1,100,2
8236,0,0,0.394375,1.348997652,5.798913092,0.64000000000000012,0,0.1,100,3
8237,0,0,0.3778749975,1.226849844,5.93193520332143,0.64000000000000012,0,0.1,100,4
8238,0.008374057283,0,0.406833333333333,1.179048616,5.37180091607143,0.64000000000000012,0,0.1,100,5
8239,0.05097168148,0.02306791905,0.514374999166667,1.242135492,5.52058381378572,0.64000000000000012,0,0.1,100,6
8240,0.08945070165,0.2001988733,0.756333333333334,1.459963786,5.39453495735714,0,0,0.3,300,7
8241,0.1111658557,0.09335127401,0.778333339166667,1.41856787,5.749109326,0,0,0.3,300,8
8242,0.1876196046,0.09335127401,0.789875,1.231857714,5.71862852232143,0,0.41142857142857142,0.18,180,9
8243,0.1260283186,0.2001988733,0.851833330833333,1.256131768,5.65572545364286,0,0.41142857142857142,0.18,180,10
8244,0.3513998761,0,0.6981249975,1.121279198,5.29119309521429,0,0.41142857142857142,0.18,180,11
8245,0.3843499242,0.0560225152,0.75175,1.04751789,5.32652212914286,0,0.41142857142857142,0.18,180,12
8246,0.4722033161,0.0560225152,0.845291666666667,1.02893399,5.18715743857143,0,0.41142857142857142,0.18,180,13
8247,0.4699918914,0,0.842708333333333,1.11396086,5.09056897421429,0,0.41142857142857142,0.18,180,14
8248,0.2303098058,0,0.761458336666667,1.082489018,4.73157740757071,0,0.41142857142857142,0.18,180,15
8249,0.201202752,0.3583494154,0.72862500125,1.209335832,5.20020895514286,0,0,0.3,300,16
8250,0.1519002478,0.1409909184,0.9965833325,1.060459422,5.18327289182143,0,0,0.3,300,17
8251,0.0508883435,0.02306791905,1.20225000333333,0.991977804,5.2920992515,0,0,0.3,300,18
8252,0.009954529077,0.003996972205,1.04245833583333,1.052420834,5.15041662217857,0,0,0.3,300,19
8253,0,0.02306791905,1.0705000025,0.984452534,5.3874947375,0,0,0.18,180,20
8254,0,0.02306791905,1.16154166833333,1.012316296,5.19221039389286,0,0,0.18,180,21
8255,0,0.0560225152,1.15629166666667,0.850933604,4.50287796714286,0.64000000000000012,0,0.1,100,22
8256,0,0.0560225152,0.873958333333333,0.881623324,5.10749936475,0.64000000000000012,0,0.1,100,23
8257,0,0.272232564,0.53575,0.770511566,5.00826914003571,0.64000000000000012,0,0.1,100,0
8258,0,0.2001988733,0.44420833375,0.766265274,4.78641541692857,0.64000000000000012,0,0.1,100,1
8259,0,0.1409909184,0.494166666666667,0.916021586,4.75788734207143,0.64000000000000012,0,0.1,100,2
8260,0,0.272232564,0.48220833375,0.805457406,4.28016482914286,0.64000000000000012,0,0.1,100,3
8261,0.002294392583,0.09335127401,0.518750001666667,0.662654574,3.84273165307143,0.64000000000000012,0,0.1,100,4
8262,0.04791251427,0.0560225152,0.4015,0.683231772,2.69723848292857,0.64000000000000012,0,0.1,100,5
8263,0.1143075423,0.7432086672,0.522791666666667,0.55737396,2.22396024092857,0.64000000000000012,0,0.1,100,6
8264,0.2981491041,0.8,0.929708337083333,0.654148716,1.28176620592857,0,0,0.3,300,7
8265,0.5077491158,0.7432086672,0.736916666666667,0.739809484,1.76286362928571,0,0,0.3,300,8
8266,0.5937808872,0.8,0.850166666666667,0.610209998,1.87277932035714,0,0.41142857142857142,0.18,180,9
8267,0.6583417973,0.8,0.75625,0.708203424,1.7233918135,0,0.41142857142857142,0.18,180,10
8268,0.8291538824,0.8,0.806166669166667,0.626305834,1.73989333494571,0,0.41142857142857142,0.18,180,11
8269,0.8066787853,0.8,0.754083336666667,0.541004374,1.46364011015429,0,0.41142857142857142,0.18,180,12
8270,0.7450330045,0.8,0.599791666666667,0.453179568,1.42769037284143,0,0.41142857142857142,0.18,180,13
8271,0.64269357,0.603575805,0.646125000416666,0.679768964,1.94850200405,0,0.41142857142857142,0.18,180,14
8272,0.4982031314,0.4598068526,0.8406666675,0.590957756,1.96396465651857,0,0.41142857142857142,0.18,180,15
8273,0.3318471469,0.4598068526,0.771625001666666,0.43558417,1.68968489134857,0,0,0.3,300,16
8274,0.1616631996,0.3583494154,0.839291666666666,0.61063963,1.74413330958571,0,0,0.3,300,17
8275,0.04979946761,0.272232564,1.13095833333333,0.390265084,1.77722638272286,0,0,0.3,300,18
8276,0.01534839675,0.003996972205,1.2105,0.641380566,1.90834665906,0,0,0.3,300,19
8277,0,0,1.06258333333333,0.635051524,1.51671483885571,0,0,0.18,180,20
8278,0,0,1.02604166416667,0.74713674,1.67443945312571,0,0,0.18,180,21
8279,0,0,1.2019999975,0.390956022,1.67098326374714,0.64000000000000012,0,0.1,100,22
8280,0,0,0.700916666666667,0.587768616,1.95931696397157,0.64000000000000012,0,0.1,100,23
8281,0,0.1409909184,0.60675,0.625325774,2.00476659883714,0.64000000000000012,0,0.1,100,0
8282,0,0,0.491291666666667,0.81827208,2.19237048358,0.64000000000000012,0,0.1,100,1
8283,0,0,0.469333333333333,0.695125246,1.83269857126857,0.64000000000000012,0,0.1,100,2
8284,0,0.09335127401,0.512541666666667,0.871332632,1.72519233892857,0.64000000000000012,0,0.1,100,3
8285,0.002300279701,0,0.489041666666666,0.747222238,1.56894647501429,0.64000000000000012,0,0.1,100,4
8286,0.04858188257,0,0.493124999166667,0.947459316,2.60962223094286,0.64000000000000012,0,0.1,100,5
8287,0.1468966167,0,0.576666666666666,0.842056878,3.43620721335714,0.64000000000000012,0,0.1,100,6
8288,0.3335933007,0.09335127401,0.791,0.863557348,3.31447834828571,0,0,0.3,300,7
8289,0.3919100822,0.272232564,0.881375,0.916009064,4.67909942421429,0,0,0.3,300,8
8290,0.4682096913,0.2001988733,0.882416666666667,0.661704906,4.50237136035714,0,0.41142857142857142,0.18,180,9
8291,0.6611671157,0.4598068526,1.1061250025,1.011785904,4.67567006007143,0,0.41142857142857142,0.18,180,10
8292,0.6062048301,0.4598068526,0.81283333375,1.065681822,4.77187221214286,0,0.41142857142857142,0.18,180,11
8293,0.6273028255,0.3583494154,0.770250000416667,1.130645022,5.37325556935714,0,0.41142857142857142,0.18,180,12
8294,0.4779107395,0.3583494154,0.806249999166666,1.207721262,5.250505946,0,0.41142857142857142,0.18,180,13
8295,0.4189113847,0.272232564,0.891083329583333,1.20546173,5.11789926535714,0,0.41142857142857142,0.18,180,14
8296,0.2879077781,0.2001988733,0.733041666666667,1.187467776,4.86443015614286,0,0.41142857142857142,0.18,180,15
8297,0.3013572998,0.2001988733,0.720833333333333,1.157799502,5.75265686685714,0,0,0.3,300,16
8298,0.1597305836,0.1409909184,0.639041666666666,1.170749816,7.30371023671429,0,0,0.3,300,17
8299,0.0537501412,0.272232564,0.99525,1.40736707,6.27980209757143,0,0,0.3,300,18
8300,0.01537640781,0.1409909184,1.30095833333333,1.558573916,5.55686414692857,0,0,0.3,300,19
8301,0,0.0560225152,1.25504166666667,1.592030452,7.818663052,0,0,0.18,180,20
8302,0,0.003996972205,1.11137500041667,1.542586472,7.28454481164286,0,0,0.18,180,21
8303,0,0.003996972205,0.895,1.695289022,7.65517752592857,0.64000000000000012,0,0.1,100,22
8304,0,0,0.75408333375,1.503659532,7.49310151628572,0.64000000000000012,0,0.1,100,23
8305,0,0,0.676041666666666,1.476269872,5.91842670032143,0.64000000000000012,0,0.1,100,0
8306,0,0,0.462916666666667,1.377796052,5.62084677755714,0.64000000000000012,0,0.1,100,1
8307,0,0,0.415291666666667,1.361060338,6.4410062015,0.64000000000000012,0,0.1,100,2
8308,0,0,0.4595,1.42143759,6.21750599178571,0.64000000000000012,0,0.1,100,3
8309,0.002304062156,0,0.4454583325,1.285825126,6.28577896421429,0.64000000000000012,0,0.1,100,4
8310,0.01447495873,0,0.477000000416667,1.45197051,6.78538099642857,0.64000000000000012,0,0.1,100,5
8311,0.03216461302,0.02306791905,0.515625000416667,1.604204044,6.85682753685714,0.64000000000000012,0,0.1,100,6
8312,0.05302296924,0.02306791905,0.776833333333333,1.598108684,6.7129606145,0,0,0.3,300,7
8313,0.1943297001,0.7432086672,0.8147500025,1.599191192,6.9879794865,0,0,0.3,300,8
8314,0.2490088724,0.8,1.08108333333333,1.35600235,7.46079458964286,0,0.41142857142857142,0.18,180,9
8315,0.3996335944,0.8,0.936999999166667,1.28627525,7.18072558285714,0,0.41142857142857142,0.18,180,10
8316,0.3107232793,0.8,0.841666666666667,1.611201088,7.59009040085714,0,0.41142857142857142,0.18,180,11
8317,0.3793415053,0.8,0.74125,1.427558324,7.75551001328571,0,0.41142857142857142,0.18,180,12
8318,0.4356745266,0.8,0.713625,1.46018728,7.91334220964286,0,0.41142857142857142,0.18,180,13
8319,0.5770747828,0.8,0.800041666666667,1.381443122,7.73949482164286,0,0.41142857142857142,0.18,180,14
8320,0.3803582384,0.603575805,0.852083333333333,1.64640306,7.7913130575,0,0.41142857142857142,0.18,180,15
8321,0.2020687065,0.603575805,0.921458335833334,1.445427862,7.74534158164286,0,0,0.3,300,16
8322,0.1279288653,0.1409909184,0.944375,1.4927151,8.12817345214286,0,0,0.3,300,17
8323,0.04873397972,0.1409909184,1.11283333375,1.530803878,7.51577661728572,0,0,0.3,300,18
8324,0.006147717054,0.3583494154,1.04808333333333,1.589764618,8.04313982764286,0,0,0.3,300,19
8325,0,0.2001988733,1.05283333583333,1.653097254,7.78970170971429,0,0,0.18,180,20
8326,0,0.3583494154,0.959083333333333,1.51144025,7.80943777857143,0,0,0.18,180,21
8327,0,0.7432086672,0.882208334166666,1.658957586,8.07099580207143,0.64000000000000012,0,0.1,100,22
8328,0,0.272232564,0.907916667083334,1.615719654,8.287630219,0.64000000000000012,0,0.1,100,23
8329,0,0,0.754041667083334,1.483679264,7.78232551614286,0.64000000000000012,0,0.1,100,0
8330,0,0.272232564,0.54475,1.498755224,7.82645521471429,0.64000000000000012,0,0.1,100,1
8331,0,0.2001988733,0.398666665833333,1.317848776,8.29273262992857,0.64000000000000012,0,0.1,100,2
8332,0,0.02306791905,0.413916666666667,1.312726588,7.35754703728571,0.64000000000000012,0,0.1,100,3
8333,0.002304202215,0.02306791905,0.553416665833333,1.262524238,7.44614022764286,0.64000000000000012,0,0.1,100,4
8334,0.01898651564,0.0560225152,0.400041666666667,1.420416192,7.77929154092857,0.64000000000000012,0,0.1,100,5
8335,0.05040490401,0.02306791905,0.496500000416667,1.715678054,7.23582575328571,0.64000000000000012,0,0.1,100,6
8336,0.1364235427,0.0560225152,0.585666666666667,1.558580808,7.29349038942857,0,0,0.3,300,7
8337,0.2331012533,0.3583494154,0.918625,1.645531494,8.0796539415,0,0,0.3,300,8
8338,0.3447015337,0.603575805,1.118625,1.636874696,8.48724561064286,0,0.41142857142857142,0.18,180,9
8339,0.3770734079,0.4598068526,1.19120833083333,1.40287997,7.474205145,0,0.41142857142857142,0.18,180,10
8340,0.633590392,0.4598068526,0.772791666666666,1.701964954,7.20474297221429,0,0.41142857142857142,0.18,180,11
8341,0.770887383,0.603575805,0.982499998333333,1.623053514,8.10099940328571,0,0.41142857142857142,0.18,180,12
8342,0.7517388046,0.8,0.879999996666667,1.431521634,7.75825460185714,0,0.41142857142857142,0.18,180,13
8343,0.6405067005,0.8,0.696041666666666,1.620818874,8.30456391507143,0,0.41142857142857142,0.18,180,14
8344,0.5044415057,0.8,0.641875000416666,1.583373738,8.05886485692857,0,0.41142857142857142,0.18,180,15
8345,0.3387515676,0.8,0.74475,1.51884103,8.00297136428572,0,0,0.3,300,16
8346,0.1660339865,0.4598068526,0.79037499875,1.558272252,7.71414081271429,0,0,0.3,300,17
8347,0.05020442679,0.272232564,1.16870833333333,1.458832606,7.08049672957143,0,0,0.3,300,18
8348,0.01227856255,0.1409909184,1.10891666541667,1.77208857,8.32546469785714,0,0,0.3,300,19
8349,0,0.09335127401,0.973499999166667,1.57553154,7.7438934725,0,0,0.18,180,20
8350,0,0.02306791905,1.04625,1.643337374,8.30959660257143,0,0,0.18,180,21
8351,0,0.02306791905,0.94058333375,1.671422992,8.66298283235715,0.64000000000000012,0,0.1,100,22
8352,0,0.02306791905,0.74537499875,1.534849952,7.58721172678572,0.64000000000000012,0,0.1,100,23
8353,0,0,0.60925000125,1.569218528,8.03629226985714,0.64000000000000012,0,0.1,100,0
8354,0,0,0.473958333333333,1.47947879,4.88467099671429,0.64000000000000012,0,0.1,100,1
8355,0,0,0.511500000833334,1.34196673,6.86693716428572,0.64000000000000012,0,0.1,100,2
8356,0,0,0.520041666666667,1.406067924,6.44442561778571,0.64000000000000012,0,0.1,100,3
8357,0.004597449948,0.003996972205,0.467458333333334,1.348323154,5.65730240564286,0.64000000000000012,0,0.1,100,4
8358,0.02324000778,0.09335127401,0.456916666666667,1.305025424,5.40810724485714,0.64000000000000012,0,0.1,100,5
8359,0.1445537742,0.1409909184,0.484708333333334,1.500018302,5.84651702421429,0.64000000000000012,0,0.1,100,6
8360,0.3453939315,0.1409909184,0.487208333333334,1.49967784,7.24113917742857,0,0,0.3,300,7
8361,0.5279544121,0.2001988733,0.898291666666667,1.643628406,7.53827724921429,0,0,0.3,300,8
8362,0.6942155151,0.3583494154,1.07825000083333,1.72431212,7.735217114,0,0.41142857142857142,0.18,180,9
8363,0.7765383551,0.3583494154,0.864041665833333,1.67357912,7.34779701485714,0,0.41142857142857142,0.18,180,10
8364,0.8240579282,0.4598068526,1.00295833333333,1.777618962,7.53063714314286,0,0.41142857142857142,0.18,180,11
8365,0.8228438861,0.603575805,0.786125,1.570663336,7.02654739028572,0,0.41142857142857142,0.18,180,12
8366,0.7640239825,0.7432086672,0.759916666666666,1.54068127,7.41889031021429,0,0.41142857142857142,0.18,180,13
8367,0.6579233448,0.8,0.681375000833333,1.73561784,7.45996340835714,0,0.41142857142857142,0.18,180,14
8368,0.5096865242,0.8,0.948250000416667,1.786948984,8.19873302971429,0,0.41142857142857142,0.18,180,15
8369,0.3404694896,0.8,0.792666666666667,1.60539887,7.38178830292857,0,0,0.3,300,16
8370,0.1675986319,0.8,0.794208333333333,1.625658258,8.45369793978571,0,0,0.3,300,17
8371,0.04709640855,0.603575805,0.902916666666666,1.493372192,7.97335184485714,0,0,0.3,300,18
8372,0.01304700613,0.3583494154,0.909041666666667,1.604673062,7.78808389128571,0,0,0.3,300,19
8373,0,0.3583494154,1.09058333333333,1.827798478,7.99927928335714,0,0,0.18,180,20
8374,0,0.272232564,1.1117499975,1.739279238,8.43087100442857,0,0,0.18,180,21
8375,0,0.2001988733,0.957666666666667,1.870738072,8.30738932735714,0.64000000000000012,0,0.1,100,22
8376,0,0.2001988733,0.851333333333334,1.574091604,8.34828632364286,0.64000000000000012,0,0.1,100,23
8377,0,0.1409909184,0.649333333333334,1.567466834,8.73869661935714,0.64000000000000012,0,0.1,100,0
8378,0,0.1409909184,0.495416666666667,1.518353398,7.8534444305,0.64000000000000012,0,0.1,100,1
8379,0,0.09335127401,0.468541665833333,1.551937426,7.13123274957143,0.64000000000000012,0,0.1,100,2
8380,0,0.0560225152,0.3985,1.59669871,7.25024139607143,0.64000000000000012,0,0.1,100,3
8381,0,0.0560225152,0.5539166675,1.413138284,5.72383052007143,0.64000000000000012,0,0.1,100,4
8382,0.01291332677,0,0.357333333333333,1.651320694,6.51330002671429,0.64000000000000012,0,0.1,100,5
8383,0.04795862654,0,0.582833333333334,1.815344952,6.30356271085714,0.64000000000000012,0,0.1,100,6
8384,0.2621636341,0,0.851499998333334,1.779816298,7.08759288357143,0,0,0.3,300,7
8385,0.3613146145,0.003996972205,0.800041666666667,1.709446986,7.35910358742857,0,0,0.3,300,8
8386,0.2651153915,0,0.904625,1.740005974,8.15275013364286,0,0.41142857142857142,0.18,180,9
8387,0.2785715038,0.0560225152,0.78375,1.746416048,7.31334717492857,0,0.41142857142857142,0.18,180,10
8388,0.1491328238,0.1409909184,0.658833335833333,1.763626036,8.75163738457143,0,0.41142857142857142,0.18,180,11
8389,0.1128889716,0.272232564,0.734374997916667,1.643256382,7.4325698415,0,0.41142857142857142,0.18,180,12
8390,0.2381129366,0.2001988733,0.735333333333333,1.652770036,7.04985252807143,0,0.41142857142857142,0.18,180,13
8391,0.2093023221,0.3583494154,0.6578333325,1.59407139,7.92145334071429,0,0.41142857142857142,0.18,180,14
8392,0.1619444704,0.272232564,0.642791666666667,1.625487092,7.14370034892857,0,0.41142857142857142,0.18,180,15
8393,0.1277151044,0.4598068526,0.764541666666666,1.471576344,6.73457706314286,0,0,0.3,300,16
8394,0.06543602878,0.272232564,0.924041666666666,1.733083004,7.57203899721429,0,0,0.3,300,17
8395,0.05655487517,0.2001988733,1.17370833333333,1.55665474,7.21984942035714,0,0,0.3,300,18
8396,0.008417098666,0.1409909184,0.932291666666667,1.637323352,7.7099404995,0,0,0.3,300,19
8397,0,0.09335127401,0.909875,1.694275374,8.03619632114286,0,0,0.18,180,20
8398,0,0.02306791905,0.993916666666667,1.554857812,8.15730921271429,0,0,0.18,180,21
8399,0,0.0560225152,0.95125,1.663227394,8.445896709,0.64000000000000012,0,0.1,100,22
8400,0,0.02306791905,1.0716249975,1.587143994,7.82971248721429,0.64000000000000012,0,0.1,100,23
8401,0,0.0560225152,0.76125,1.430142426,8.33841787421429,0.64000000000000012,0,0.1,100,0
8402,0,0.09335127401,0.739374999166667,1.380620772,7.61944721057143,0.64000000000000012,0,0.1,100,1
8403,0,0.02306791905,0.55475,1.501537698,6.57398433528571,0.64000000000000012,0,0.1,100,2
8404,0,0.0560225152,0.476333333333333,1.515714126,7.008022111,0.64000000000000012,0,0.1,100,3
8405,0.002294252364,0.09335127401,0.472083333333333,1.402064188,6.06265834935714,0.64000000000000012,0,0.1,100,4
8406,0.02929504757,0.0560225152,0.405166665416667,1.21900678,5.4944575735,0.64000000000000012,0,0.1,100,5
8407,0.1031781554,0.09335127401,0.524125,1.29998533,6.27824401535714,0.64000000000000012,0,0.1,100,6
8408,0.3113708739,0.272232564,0.816125,1.203079294,5.74311620292857,0,0,0.3,300,7
8409,0.4408865554,0.272232564,0.855458335833333,1.158590338,5.57209957835714,0,0,0.3,300,8
8410,0.5920400236,0.4598068526,0.768875,1.169612932,4.8084694255,0,0.41142857142857142,0.18,180,9
8411,0.7690506911,0.603575805,0.784833333333333,1.23219956,4.89704865821429,0,0.41142857142857142,0.18,180,10
8412,0.8188839279,0.7432086672,0.88758333875,1.158475374,5.32044087628572,0,0.41142857142857142,0.18,180,11
8413,0.8197574528,0.8,0.914958333333333,1.1400246,5.13986019478571,0,0.41142857142857142,0.18,180,12
8414,0.7649900734,0.8,0.927083333333333,1.139784802,5.48530555314357,0,0.41142857142857142,0.18,180,13
8415,0.660205064,0.8,0.680041666666667,0.867301324,5.17739580278571,0,0.41142857142857142,0.18,180,14
8416,0.516994492,0.7432086672,0.522166666666666,0.957714782,5.24521590471429,0,0.41142857142857142,0.18,180,15
8417,0.3484184264,0.603575805,0.626166666666667,0.748199672,4.93592733092857,0,0,0.3,300,16
8418,0.1706280549,0.603575805,0.568041666666667,0.87864515,5.46884310214286,0,0,0.3,300,17
8419,0.05502585645,0.4598068526,0.818124999166667,0.86876099,4.8548107225,0,0,0.3,300,18
8420,0.01301921431,0.3583494154,0.784041664166666,0.923352838,5.04324451003572,0,0,0.3,300,19
8421,0,0.272232564,0.787166665416666,0.992842362,5.20518475664286,0,0,0.18,180,20
8422,0,0.272232564,0.937791669166666,0.948950842,5.58992493064286,0,0,0.18,180,21
8423,0,0.272232564,0.944166663333334,0.866498282,5.12741425496429,0.64000000000000012,0,0.1,100,22
8424,0,0.1409909184,0.822041666666667,0.963608914,5.48287976514286,0.64000000000000012,0,0.1,100,23
8425,0,0.1409909184,0.61,0.831133438,5.22558790917857,0.64000000000000012,0,0.1,100,0
8426,0,0.2001988733,0.469624999166667,0.888247106,5.78157971360714,0.64000000000000012,0,0.1,100,1
8427,0,0.0560225152,0.403791665416666,0.896567714,5.03024472792857,0.64000000000000012,0,0.1,100,2
8428,0,0.02306791905,0.482708333333333,0.99028843,5.46996694532143,0.64000000000000012,0,0.1,100,3
8429,0.00229130725,0.003996972205,0.427624999166667,0.959471148,5.29274853046429,0.64000000000000012,0,0.1,100,4
8430,0.02275804027,0.09335127401,0.357291666666666,0.999722056,5.00484832592857,0.64000000000000012,0,0.1,100,5
